snapped_at,price,market_cap,total_volume
2013-04-28 00:00:00 UTC,4.29983,73773387.0,0.0
2013-04-29 00:00:00 UTC,4.3594,74936909.0,0.0
2013-04-30 00:00:00 UTC,4.18295,72037636.0,0.0
2013-05-01 00:00:00 UTC,3.64914,62957992.0,0.0
2013-05-02 00:00:00 UTC,3.38879,58565340.0,0.0
2013-05-03 00:00:00 UTC,2.78957,48265782.0,0.0
2013-05-04 00:00:00 UTC,3.5170800000000004,60927537.0,0.0
2013-05-05 00:00:00 UTC,3.63013,62963530.0,0.0
2013-05-06 00:00:00 UTC,3.5073300000000005,60937067.0,0.0
2013-05-07 00:00:00 UTC,3.21463,55968734.0,0.0
2013-05-08 00:00:00 UTC,3.4615,60398779.0,0.0
2013-05-09 00:00:00 UTC,3.4239,59867679.0,0.0
2013-05-10 00:00:00 UTC,3.5001800000000003,61338134.0,0.0
2013-05-11 00:00:00 UTC,3.38675,59463981.0,0.0
2013-05-12 00:00:00 UTC,3.24093,56943561.0,0.0
2013-05-13 00:00:00 UTC,3.20229,56414519.0,0.0
2013-05-14 00:00:00 UTC,3.0673,54127355.0,0.0
2013-05-15 00:00:00 UTC,2.93058,51798089.0,0.0
2013-05-16 00:00:00 UTC,2.86922,50797474.0,0.0
2013-05-17 00:00:00 UTC,3.15827,55996854.0,0.0
2013-05-18 00:00:00 UTC,3.32471,59038385.0,0.0
2013-05-19 00:00:00 UTC,3.27158,58186372.0,0.0
2013-05-20 00:00:00 UTC,3.18818,56791063.0,0.0
2013-05-21 00:00:00 UTC,3.08331,55006109.0,0.0
2013-05-22 00:00:00 UTC,3.0921,55248109.0,0.0
2013-05-23 00:00:00 UTC,3.1525,56423615.0,0.0
2013-05-24 00:00:00 UTC,3.14642,56403681.0,0.0
2013-05-25 00:00:00 UTC,3.1162,55979273.0,0.0
2013-05-26 00:00:00 UTC,3.2562,58588657.0,0.0
2013-05-27 00:00:00 UTC,3.11957,56217627.0,0.0
2013-05-28 00:00:00 UTC,3.09213,55813423.0,0.0
2013-05-30 00:00:00 UTC,3.07544,55603660.0,0.0
2013-05-31 00:00:00 UTC,2.94667,53366121.0,0.0
2013-06-01 00:00:00 UTC,2.94623,53448601.0,0.0
2013-06-02 00:00:00 UTC,2.8435,51665695.0,0.0
2013-06-03 00:00:00 UTC,2.6895,48943935.0,0.0
2013-06-04 00:00:00 UTC,2.7273,49707917.0,0.0
2013-06-05 00:00:00 UTC,2.98423,54475788.0,0.0
