Date,Close,Adj Close,Volume,Dividends,Returns,ADV_20,Dollar_ADV_20,B_Mkt_3mo,R2_Mkt_3mo,B_Mom_3mo,R2_Mom_3mo,B_Vol_3mo,R2_Vol_3mo,B_Qual_3mo,R2_Qual_3mo,B_Hedge_3mo,R2_Hedge_3mo,B_SHedge_3mo,R2_SHedge_3mo,B_Mkt_1yr,R2_Mkt_1yr,B_Mom_1yr,R2_Mom_1yr,B_Vol_1yr,R2_Vol_1yr,B_Qual_1yr,R2_Qual_1yr,B_Hedge_1yr,R2_Hedge_1yr,B_Mkt_Delta,R2_Mkt_Delta,RSI_7,RSI_21,AvgRet_10,AvgRet_42,AvgRet_1yr,STD_10,STD_42,STD_1yr,Returns_10,Returns_42,Returns_1yr,alpha,Mkt_Beta_3mo,Mom_Beta_3mo,Vol_Beta_3mo,Qual_Beta_3mo,R2_multi_ols_3mo,Mkt_Beta_1yr,Mom_Beta_1yr,Vol_Beta_1yr,Qual_Beta_1yr,R2_multi_ols_1yr
2010-02-11,492672.0,445137.4375,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-12,488576.0,441436.59375,8,0.0,-0.008313847752663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-16,471232.0,425766.09375,7,0.0,-0.0354990830495153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-17,464000.0,419231.8125,7,0.0,-0.015347005296754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-18,452864.0,409170.28125,7,0.0,-0.024,,,,,,,,,,,,,,,,,,,,,,,,,-3.053396604906224e-05,0.9975066313201169,,,,,,,,,,,,,,,,,,,,,,
2010-02-19,454080.0,410268.96875,7,0.0,0.0026851328434143,,,-2.8385725746488344,0.9522717600865277,,,,,,,0.9999999999999998,1.0,1.6466277904055096,0.7227901675245414,-2.8385725746488344,0.9522717600865277,,,,,,,0.9999999999999998,1.0,-3.0439858660725796e-05,0.998025432550252,,,-0.0160949606511036,-0.0160949606511036,-0.0160949606511036,0.01460142698483059,0.01460142698483059,0.01460142698483059,,,,,,,,,,,,,,
2010-02-22,456896.0,412813.1875,5,0.0,0.0062015503875969,,,-2.9074819045751865,0.9666357446636945,,,,,,,0.9999999999999999,1.0,1.4248178173279165,0.717027934672194,-2.9074819045751865,0.9666357446636945,,,,,,,0.9999999999999999,1.0,-3.036972347579838e-05,0.9981666344563709,,,-0.01237887547798685,-0.01237887547798685,-0.01237887547798685,0.015919078807450512,0.015919078807450512,0.015919078807450512,,,,,,,,,,,,,,
2010-02-23,475264.0,429409.0625,8,0.0,0.0402017089228183,,,-3.022498182004189,0.9875411990805527,,,,,,,1.0,1.0,0.9990813926478058,0.7263558156608493,-3.022498182004189,0.9875411990805527,,,,,,,1.0,1.0,-3.0474528272684823e-05,0.9977338704636282,51.31378204061188,,-0.004867363420728972,-0.004867363420728972,-0.004867363420728972,0.02461992253106882,0.02461992253106882,0.02461992253106882,,,,,,,,,,,,,,
2010-02-24,460416.0,415993.59375,10,0.0,-0.0312415836251009,,,-3.030381064954933,0.9892863564818817,,,,,,,1.0,1.0,0.963540474364046,0.7379516997748139,-3.030381064954933,0.9892863564818817,,,,,,,1.0,1.0,-3.034450823268612e-05,0.9973975656033983,36.39022466098181,,-0.008164140946275463,-0.008164140946275463,-0.008164140946275463,0.024627200605312392,0.024627200605312392,0.024627200605312392,,,,,,,,,,,,,,
2010-02-25,457216.0,413102.34375,9,0.0,-0.0069502363080344,,,-2.9878066491906767,0.9773023666311503,,,,,,,1.0,1.0,0.9689354237898852,0.6889260937617674,-2.9878066491906767,0.9773023666311503,,,,,,,1.0,1.0,-2.962131340323163e-05,0.9885645143382674,33.91051130166049,,-0.008029262653137567,-0.008029262653137567,-0.008029262653137567,0.02304019016486517,0.02304019016486517,0.02304019016486517,,,,,,,,,,,,,,
2010-02-26,454720.0,410847.1875,7,0.0,-0.0054591265397536,,,-2.973218577883819,0.969202277357343,,,,,,,1.0,1.0,0.9713259682248022,0.6882248890630456,-2.973218577883819,0.969202277357343,,,,,,,1.0,1.0,-2.9480208982131177e-05,0.9890088837119615,31.930516367390673,,-0.00777224904179917,-0.00777224904179917,-0.00777224904179917,0.021737698800681594,0.021737698800681594,0.021737698800681594,-0.07703299558326837,,,,,,,,,,,,,
