Date,Close,Adj Close,Volume,Dividends,Returns,ADV_20,Dollar_ADV_20,B_Mkt_3mo,R2_Mkt_3mo,B_Mom_3mo,R2_Mom_3mo,B_Vol_3mo,R2_Vol_3mo,B_Qual_3mo,R2_Qual_3mo,B_Hedge_3mo,R2_Hedge_3mo,B_SHedge_3mo,R2_SHedge_3mo,B_Mkt_1yr,R2_Mkt_1yr,B_Mom_1yr,R2_Mom_1yr,B_Vol_1yr,R2_Vol_1yr,B_Qual_1yr,R2_Qual_1yr,B_Hedge_1yr,R2_Hedge_1yr,B_Mkt_Delta,R2_Mkt_Delta,RSI_7,RSI_21,AvgRet_10,AvgRet_42,AvgRet_1yr,STD_10,STD_42,STD_1yr,Returns_10,Returns_42,Returns_1yr,alpha,Mkt_Beta_3mo,Mom_Beta_3mo,Vol_Beta_3mo,Qual_Beta_3mo,R2_multi_ols_3mo,Mkt_Beta_1yr,Mom_Beta_1yr,Vol_Beta_1yr,Qual_Beta_1yr,R2_multi_ols_1yr
2021-10-20,43.27999877929688,38.49455261230469,29871900,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-21,40.83000183105469,36.31544494628906,20499700,0.0,-0.0566080641715301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-22,39.5099983215332,35.14139175415039,11914400,0.0,-0.0323292542327908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-25,40.58000183105469,36.09309005737305,7522900,0.0,0.0270818414319782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-26,40.060001373291016,35.630584716796875,6142400,0.0,-0.0128142048866476,,,,,,,,,,,,,,,,,,,,,,,,,-0.3513581918258599,0.05954687073108178,,,,,,,,,,,,,,,,,,,,,,
2021-10-27,38.060001373291016,33.85172653198242,6527000,0.0,-0.0499251106200273,,,1.985012178848836,0.16684920988330587,2.5264432460878052,0.6029115854245175,0.9980126057219676,0.03263813535788995,2.284739904195746,0.1357344048103133,-0.24668562952321768,0.16482003849755844,-0.18631746365475518,0.30607572859027266,1.985012178848836,0.16684920988330587,2.5264432460878052,0.6029115854245175,0.9980126057219676,0.03263813535788995,2.284739904195746,0.1357344048103133,-0.24668562952321768,0.16482003849755844,-0.7167483640855129,0.28769296339396233,,,-0.02491895849580352,-0.02491895849580352,-0.02491895849580352,0.03367130751309027,0.03367130751309027,0.03367130751309027,,,,-0.032197670755342446,0.8665019116026291,6.084046122713516,1.5679760438618686,-9.69565981169009,1.0,0.8665019116026291,6.084046122713516,1.5679760438618686,-9.69565981169009,1.0
2021-10-28,39.56999969482422,35.19476318359375,7176600,0.0,0.0396741531016564,,,3.322942796132761,0.34613739933302456,3.05483367141129,0.7277553670294484,2.7267053273503863,0.17185078362719508,4.051038427394945,0.39033570787488236,-0.302329115496638,0.33854949373906107,-0.24782081812228485,0.5538007296551402,3.322942796132761,0.34613739933302456,3.05483367141129,0.7277553670294484,2.7267053273503863,0.17185078362719508,4.051038427394945,0.39033570787488236,-0.302329115496638,0.33854949373906107,-1.006483892692031,0.2289262655146429,,,-0.014153439896226867,-0.014153439896226867,-0.014153439896226867,0.04002978770890318,0.04002978770890318,0.04002978770890318,,,,-0.028702680127934033,1.1946320988822952,5.878884363738664,1.1825519679410899,-7.462268590893655,0.8804784756980311,1.1946320988822952,5.878884363738664,1.1825519679410899,-7.462268590893655,0.8804784756980311
2021-10-29,40.38999938964844,35.92409896850586,7049000,0.0,0.0207227622226005,,,3.4139826688788033,0.3240588901965793,2.961506855087568,0.6076230212712237,3.018694802233673,0.19072212144886247,4.28788126715409,0.4523714595617656,-0.2802752341678723,0.32688698189306953,-0.24036468063927732,0.566494745072123,3.4139826688788033,0.3240588901965793,2.961506855087568,0.6076230212712237,3.018694802233673,0.19072212144886247,4.28788126715409,0.4523714595617656,-0.2802752341678723,0.32688698189306953,-0.9522189859026938,0.11433441730495886,44.33933560552354,,-0.009171125307822959,-0.009171125307822959,-0.009171125307822959,0.03884693206189266,0.03884693206189266,0.03884693206189266,,,,-0.0181276921323968,-1.458701827453106,3.228087691214779,-4.715765356417884,4.337557076364177,0.6835254968112063,-1.458701827453106,3.228087691214779,-4.715765356417884,4.337557076364177,0.6835254968112063
2021-11-01,39.52999877929688,35.15918731689453,6042100,0.0,-0.021292414541902,,,3.439722233828639,0.3250557342103758,2.659182852208843,0.5163583019763017,3.070435516275398,0.20003585971829907,4.174098036474453,0.4557039585510213,-0.28073261169816677,0.33069764271757396,-0.23142479867428115,0.5210915023574105,3.439722233828639,0.3250557342103758,2.659182852208843,0.5163583019763017,3.070435516275398,0.20003585971829907,4.174098036474453,0.4557039585510213,-0.28073261169816677,0.33069764271757396,-1.2668829197213731,0.14041088214908726,38.05081348967874,,-0.010686286462082839,-0.010686286462082839,-0.010686286462082839,0.036219696160745385,0.036219696160745385,0.036219696160745385,,,,-0.021562756603418443,-1.1489238135910274,2.2725511029796888,-4.4648106499508184,5.540103172838795,0.6466669443805804,-1.1489238135910274,2.2725511029796888,-4.4648106499508184,5.540103172838795,0.6466669443805804
2021-11-02,40.97999954223633,36.4488639831543,6106400,0.0,0.0366810222037969,,,3.4520837432921994,0.2689848802284125,2.3336356472396362,0.3346524399585137,3.687967388323337,0.25702402405753955,4.594287473304853,0.47768548860259996,-0.2408247343039815,0.2953349394027993,-0.22247318943098132,0.5480939610821078,3.4520837432921994,0.2689848802284125,2.3336356472396362,0.3346524399585137,3.687967388323337,0.25702402405753955,4.594287473304853,0.47768548860259996,-0.2408247343039815,0.2953349394027993,-0.8467356201320538,0.04659802476345376,51.56366359164979,,-0.0054232521658739785,-0.0054232521658739785,-0.0054232521658739785,0.03737885580454893,0.03737885580454893,0.03737885580454893,,,,-0.01820193426626466,0.08347645995390313,0.9523646756684773,-1.8396396265569421,4.968408878611215,0.5314523002213176,0.08347645995390313,0.9523646756684773,-1.8396396265569421,4.968408878611215,0.5314523002213176
